LISTA,participant,idade,cidade,genero,escolaridade,falantenativo,item,frase,resposta,pro_gender,verbtype,verbaspect,interpretation
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,estava endividada há muito tempo.,f,C3,imperfective,ambiguo
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,Não lembrou a senha do banco,f,C3,imperfective,source
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,tinha esquecido de fazê-lo anteriormente e esperava que o atraso não tivesse prejudicado a amiga.,f,C3,imperfective,source
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,Tinha comprado uma blusa.,f,C3,imperfective,source
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,conseguiu fazer a transação.,f,C3,imperfective,source
1.1,MA,22,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,era boa pagadora.,f,C3,imperfective,source
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,precisava pagá-la.,f,C3,imperfective,source
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,n,Mônica estava transferindo o dinheiro para Letícia. Ela..,descobriu que o caixa automático estava com problemas,f,C3,imperfective,source
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,finalmente teve coragem de fazer isso.,m,C3,imperfective,source
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,não respondeu,m,C3,imperfective,goal
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,"esperava que Rafael tivesse mandado um modelo, mas na ausência disso fez seu melhor.",m,C3,imperfective,source
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,Morria de saudades.,m,C3,imperfective,source
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,escreveu que sentia saudade.,m,C3,imperfective,source
1.1,MA,25,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,gostava de ser antiquado.,m,C3,imperfective,source
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,esperava por uma resposta.,m,C3,imperfective,source
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,h,Jorge estava mandando a carta para Rafael. Ele...,precisava de um novo baterista para a banda.,m,C3,imperfective,ambiguo
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,completou o passe e acertou a lixeira.,m,C2,perfective,goal
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,Errou,m,C2,perfective,source
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,a dominou e chutou direto no angulo da janela que eles fingiam ser o gol.,m,C2,perfective,goal
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,Se machucou.,m,C2,perfective,source
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,chutou de volta.,m,C2,perfective,goal
1.1,MA,25,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,parou a lata com o pé.,m,C2,perfective,goal
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,derramou a tinta.,m,C2,perfective,source
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,o,Pedro chutou a lata para André. Ele...,"esperou que André fizesse alguma coisa, mas André ficou parado.",m,C2,perfective,source
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,precisava de uma resposta rápida.,f,C3,perfective,source
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,precisava de uma resposta,f,C3,perfective,source
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,esperava uma resposta a respeito da proposta do projeto que deveria ser submetido brevemente.,f,C3,perfective,ambiguo
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,Desmarcou a reunião.,f,C3,perfective,source
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,recebeu.,f,C3,perfective,goal
1.1,MA,25,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,queria tirar uma dúvida.,f,C3,perfective,source
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,queria contar as novidades.,f,C3,perfective,source
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,d,Carol enviou o email para Cláudia. Ela...,não respondeu até agora.,f,C3,perfective,goal
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,sentiu dores na mão e pediu para parar o jogo.,m,C2,imperfective,source
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,era bom nesse jogo,m,C2,imperfective,source
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,"errou por centímetros o alvo, vendo a peteca passar por ele e todos o encararem atônitos. Sempre fora um ótimo jogador de peteca.",m,C2,imperfective,source
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,Se atrapalhou e caiu no chão.,m,C2,imperfective,source
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,deixou cair,m,C2,imperfective,ambiguo
1.1,MA,25,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,tentou alcançar.,m,C2,imperfective,goal
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,queria ganhar o jogo.,m,C2,imperfective,source
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,l,Marcelo estava lançando a peteca para Paulo. Ele...,fez o brinquedo prender na rede e ele quebrou quando tentaram tirar.,m,C2,imperfective,source
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,finalmente emprestou a peça para o amigo.,m,C1,perfective,source
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,prometeu que emprestaria,m,C1,perfective,source
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,a vestiu e agradeceu.,m,C1,perfective,goal
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,Havia derramado refrigerante na sua.,m,C1,perfective,goal
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,logo a vestiu,m,C1,perfective,goal
1.1,MA,25,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,se trocou ali mesmo.,m,C1,perfective,goal
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,não tinha nenhuma roupa.,m,C1,perfective,goal
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,g,João trouxe a camisa para Luís. Ele...,"tinha pedido uma com o número 67, mas aquela veio com 76.",m,C1,perfective,goal
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,caiu antes de completar o passe.,m,C2,imperfective,source
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,Estava aprendendo a jogar futebol,m,C2,imperfective,source
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,tinha visto toda a jogada quando foi interpelado por um carrinho violento de Luís.,m,C2,imperfective,ambiguo
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,Pisou na bola e caiu.,m,C2,imperfective,source
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,resolveu jogá-la.,m,C2,imperfective,ambiguo
1.1,MA,25,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,viu uma chance de gol.,m,C2,imperfective,source
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,acabara de fazer um gol.,m,C2,imperfective,ambiguo
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,e,César estava rolando a bola para Ricardo. Ele...,"foi surpreendido pelo seu gato, que pulou na bola",m,C2,imperfective,source
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,era péssima de pontaria.,f,C2,perfective,source
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,não pegou,f,C2,perfective,goal
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,observou enquanto a amiga preparava a própria cama.,f,C2,perfective,source
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,Acabou machucando a amiga.,f,C2,perfective,source
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,revidou,f,C2,perfective,goal
1.1,MA,25,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,deixou cair no chão.,f,C2,perfective,goal
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,iniciou uma guerra de travesseiros.,f,C2,perfective,ambiguo
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,a,Ana jogou o travesseiro para Flávia. Ela...,reparou que a amiga tinha um body pillow da sua waifu.,f,C2,perfective,ambiguo
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,pediu encarecidamente que o amigo devolvesse após usar.,m,C1,imperfective,source
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,tinha esquecido a dele,m,C1,imperfective,goal
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,tinha visto que o colega a tinha deixado cair e não percebera.,m,C1,imperfective,source
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,", porém, a deixou cair no chão.",m,C1,imperfective,ambiguo
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,a deixou cair,m,C1,imperfective,ambiguo
1.1,MA,25,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,deixou a tampa cair.,m,C1,imperfective,ambiguo
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,estava escrevendo um bilhete.,m,C1,imperfective,goal
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,não suspeitava que ela explodiria no meio da prova e sujaria todas as mesas por perto.,m,C1,imperfective,ambiguo
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,deixou o objeto cair no chão.,f,C2,perfective,goal
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,não conseguiu pegar,f,C2,perfective,goal
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,"o pegou no ar, sorriu e colocou no canal de seu interesse.",f,C2,perfective,goal
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,Se esticou e conseguiu pega-lo antes que caísse no chão.,f,C2,perfective,goal
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,deixou o controle cair,f,C2,perfective,goal
1.1,MA,25,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,pegou e trocou a pilha.,f,C2,perfective,goal
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,trocou de canal.,f,C2,perfective,goal
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,c,Bruna arremessou o controle remoto para Lílian. Ela...,não conseguiu pegar e o controle quebrou em milhões de pedaços.,f,C2,perfective,goal
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,é um bom anfitrião.,m,C1,perfective,source
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,pediu por mais um pedaço,m,C1,perfective,goal
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,queria saber a opinião do amigo sobre a nova receita.,m,C1,perfective,source
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,Mesmo tinha feito ao saber que Caio iria visita-lo.,m,C1,perfective,source
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,comeu,m,C1,perfective,goal
1.1,MA,25,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,"provou um pedaço, mas estava sem fome",m,C1,perfective,goal
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,havia envenenado a torta.,m,C1,perfective,source
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,q,Rodrigo serviu a torta para Caio. Ele...,queria que todos experimentassem a sua nova receita com biscoito champanhe.,m,C1,perfective,source
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,não queria que o envio demorasse.,m,C3,imperfective,source
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,precisava que chegasse até segunda,m,C3,imperfective,ambiguo
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,trabalhava nos correios a mais de 20 anos. Não via a hora de se aposentar.,m,C3,imperfective,source
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,Se esqueceu de colocar o CEP.,m,C3,imperfective,source
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,não aceitou,m,C3,imperfective,goal
1.1,MA,25,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,não lembrava o endereço de destino.,m,C3,imperfective,source
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,esperava que a polícia não descobrisse.,m,C3,imperfective,source
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,r,Rogério estava despachando a encomenda para Samuel. Ele...,tinha protegido bem a sanfona que estava enviando.,m,C3,imperfective,source
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,é muito atenciosa.,f,C1,perfective,source
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,pagou seu café da manhã,f,C1,perfective,ambiguo
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,sabia que a noiva não funcionava sem uma boa xícara de café logo ao acordar.,f,C1,perfective,source
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,Agradeceu.,f,C1,perfective,goal
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,bebeu,f,C1,perfective,goal
1.1,MA,25,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,agradeceu e tomou de um gole.,f,C1,perfective,goal
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,estava dormindo.,f,C1,perfective,goal
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,i,Juliana levou o café para Marina. Ela...,ainda refletia sobre o romance de Agatha Christie.,f,C1,perfective,ambiguo
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,gostava de presentear as amigas.,f,C1,imperfective,source
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,havia feito aniversário ontem,f,C1,imperfective,goal
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,"odiava dar presentes, mas o decoro mandava.",f,C1,imperfective,source
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,", porém, se esqueceu de tirar o preço.",f,C1,imperfective,source
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,adorou,f,C1,imperfective,goal
1.1,MA,25,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,tentou comprar algo que agradasse a amiga.,f,C1,imperfective,source
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,esperava que a amiga gostasse.,f,C1,imperfective,source
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,k,Lúcia estava dando o presente para Márcia. Ela...,reparou que um carro do lado de fora tinha levado um piano para a casa.,f,C1,imperfective,ambiguo
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,ficou muito bravo com as informações que recebeu do amigo.,m,C3,perfective,goal
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,não respondeu na hora.,m,C3,perfective,goal
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,"odiava ser pombo correio, mas era importante.",m,C3,perfective,source
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,Ficou agradecido.,m,C3,perfective,goal
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,respondeu,m,C3,perfective,goal
1.1,MA,25,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,sentou num canto e chorou.,m,C3,perfective,goal
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,era carteiro.,m,C3,perfective,source
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,f,Heitor repassou a mensagem para Diego. Ele...,entendeu tudo errado.,m,C3,perfective,goal
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela...,arquivou tudo com cuidado.,f,C3,perfective,goal
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela...,Não sabia direito o que fazer.,f,C3,perfective,ambiguo
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela...,esperava uma reposta o mais breve possível.,f,C3,perfective,source
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela...,Sempre faz suas tarefas dentro do prazo.,f,C3,perfective,source
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela...,leu,f,C3,perfective,goal
1.1,MA,25,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela...,o colocou em uma grande pilha na sua mesa.,f,C3,perfective,goal
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela...,estava cansada.,f,C3,perfective,ambiguo
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,b,Beatriz encaminhou o ofício para Laura. Ela...,era daquelas que não fazia nada em trabalho de grupo.,f,C3,perfective,leitura_alternativa
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,foi interrompida pela professora.,f,C1,imperfective,source
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,não havia copiado a matéria,f,C1,imperfective,goal
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,já havia copiado o que precisava.,f,C1,imperfective,source
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,Tinha perdido a matéria e precisava copiar.,f,C1,imperfective,goal
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,não leu,f,C1,imperfective,goal
1.1,MA,25,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,tinha anotado a matéria toda.,f,C1,imperfective,source
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,havia faltado as últimas aulas.,f,C1,imperfective,goal
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,j,Karen estava passando o caderno para Sara. Ela...,tinha uma letra quase ilegível e isso não ajudou muito na situação.,f,C1,imperfective,source
1.1,MC,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,não queria se levantar.,f,C2,imperfective,source
1.1,JFF,21,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,não imaginava suas intenções,f,C2,imperfective,ambiguo
1.1,BPLB,29,Salvador BA,Masculino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,estava mais perto do guarda roupas. Não lhe custou nada fazer o favor à amiga.,f,C2,imperfective,ambiguo
1.1,NAME,28,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,Tinha uma péssima pontaria.,f,C2,imperfective,source
1.1,M C,22,Rio de Janeiro,Masculino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,colocou o chapeu na cabeça,f,C2,imperfective,goal
1.1,MA,25,São Paulo,Masculino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,deixou cair no chão.,f,C2,imperfective,ambiguo
1.1,S D,20,Porto Alegre,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,deixou o chapéu cair.,f,C2,imperfective,ambiguo
1.1,G A T,19,Belo Horizonte,Masculino,Ensino Superior completo ou cursando,Sim,m,Michele estava atirando o chapéu para Roberta. Ela...,tinha escondido as drogas na parte de dentro.,f,C2,imperfective,source
1.2,Luana,30,Monte Mor,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,tinha se esquecido de devolver antes,m,C1,imperfective,source
1.2,C W,20,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,Corou ao tocar o outro.,m,C1,imperfective,ambiguo
1.2,B A S,20,"Indaiatuba, SP.",Masculino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,sabia que não era o dono.,m,C1,imperfective,source
1.2,MASP,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul estava entregando a caneta para Júlio. Ele...,tinha esquecido de levar uma para fazer a prova.,m,C1,imperfective,goal
