LISTA,participant,idade,cidade,genero,escolaridade,falantenativo,item,frase,resposta,pro_gender,verbtype,verbaspect,interpretation
2.1,ACBO,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,j,Karen passou o caderno para Sara. Ela...,precisava copiar a matéria,f,C1,perfective,goal
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,g,João estava trazendo a camisa para Luís. Ele...,sujou enquanto estava comendo e precisava de uma limpa para continuar trabalhando.,m,C1,imperfective,goal
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,g,João estava trazendo a camisa para Luís. Ele...,"aceitou a ajuda do amigo, pois estava com muito frio.",m,C1,imperfective,goal
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,g,João estava trazendo a camisa para Luís. Ele...,Vestiu a camisa assim que a recebeu.,m,C1,imperfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,g,João estava trazendo a camisa para Luís. Ele...,se perguntava para que ele a queria.,m,C1,imperfective,source
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,g,João estava trazendo a camisa para Luís. Ele...,queria que o irmão o ajudasse a dobrá-la.,m,C1,imperfective,source
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,g,João estava trazendo a camisa para Luís. Ele...,"experimentou, mas não serviu.",m,C1,imperfective,goal
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,g,João estava trazendo a camisa para Luís. Ele...,Pegou a camisa e agradeceu,m,C1,imperfective,goal
2.1,ACBO,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,g,João estava trazendo a camisa para Luís. Ele...,vestiu rapidamente.,m,C1,imperfective,goal
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica transferiu o dinheiro para Letícia. Ela...,estava devendo dinheiro de uma festa que foram juntas.,f,C3,perfective,source
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica transferiu o dinheiro para Letícia. Ela...,ficou responsável por comprar os ingressos do show.,f,C3,perfective,goal
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,n,Mônica transferiu o dinheiro para Letícia. Ela...,Sacou o dinheiro se sua conta.,f,C3,perfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,n,Mônica transferiu o dinheiro para Letícia. Ela...,ficou aliviada em finalmente pagar sua dívida.,f,C3,perfective,source
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica transferiu o dinheiro para Letícia. Ela...,devia 200 a Letícia fazia dois meses.,f,C3,perfective,source
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica transferiu o dinheiro para Letícia. Ela...,transferiu um valor maior do que o que devia.,f,C3,perfective,source
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica transferiu o dinheiro para Letícia. Ela...,Conferiu a transferência,f,C3,perfective,goal
2.1,ACBO,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,n,Mônica transferiu o dinheiro para Letícia. Ela...,precisava pagar a festa,f,C3,perfective,source
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol estava enviando o email para Cláudia. Ela...,precisava saber se teria aula ou não no dia seguinte.,f,C3,imperfective,source
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol estava enviando o email para Cláudia. Ela...,"então, percebeu que faltava anexar o documento.",f,C3,imperfective,source
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,d,Carol estava enviando o email para Cláudia. Ela...,Recusou-se a responder.,f,C3,imperfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,d,Carol estava enviando o email para Cláudia. Ela...,escrevia apressada.,f,C3,imperfective,source
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol estava enviando o email para Cláudia. Ela...,pedia para que a amiga a encontrasse atrás da lanchonete da esquina.,f,C3,imperfective,source
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol estava enviando o email para Cláudia. Ela...,acabou enviando para o Claudio por engano.,f,C3,imperfective,source
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol estava enviando o email para Cláudia. Ela...,Esperava por uma resposta o mais breve possível,f,C3,imperfective,source
2.1,ACBO,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,d,Carol estava enviando o email para Cláudia. Ela...,precisava dos slides da aula passada,f,C3,imperfective,source
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana estava levando o café para Marina. Ela...,quebrou o pé e não está saindo da cama.,f,C1,imperfective,goal
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana estava levando o café para Marina. Ela...,", então, tropeçou e derrubou o café em sua roupa.",f,C1,imperfective,source
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,i,Juliana estava levando o café para Marina. Ela...,Agradeceu pela bebida.,f,C1,imperfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,i,Juliana estava levando o café para Marina. Ela...,esqueceu-se de por açúcar.,f,C1,imperfective,source
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana estava levando o café para Marina. Ela...,tropeçou e deixou o prato e caneca cair.,f,C1,imperfective,source
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana estava levando o café para Marina. Ela...,não sabia que Marina estava dormindo com outra menina.,f,C1,imperfective,source
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana estava levando o café para Marina. Ela...,Estava passando mau e necessitava de alimentar,f,C1,imperfective,goal
2.1,ACBO,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,i,Juliana estava levando o café para Marina. Ela...,precisava agradar a chefe,f,C1,imperfective,source
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge mandou a carta para Rafael. Ele...,"fez isso à pedido de Júlia, amiga de Rafael.",m,C3,perfective,source
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge mandou a carta para Rafael. Ele...,prometeu revisar o conteúdo o mais rápido possível.,m,C3,perfective,goal
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,h,Jorge mandou a carta para Rafael. Ele...,Ficou muito feliz com o texto que recebu do amigo.,m,C3,perfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,h,Jorge mandou a carta para Rafael. Ele...,escreveu nela tudo que sentia.,m,C3,perfective,source
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge mandou a carta para Rafael. Ele...,pedia desculpas pela briga de ontem.,m,C3,perfective,source
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge mandou a carta para Rafael. Ele...,precisa declarar o seu amor.,m,C3,perfective,source
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge mandou a carta para Rafael. Ele...,Solicitou que fosse via Sedex para agilizar o processo,m,C3,perfective,goal
2.1,ACBO,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,h,Jorge mandou a carta para Rafael. Ele...,pediu desculpas,m,C3,perfective,source
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz estava encaminhando o ofício para Laura. Ela...,precisava do ofício para continuar a contratação da nova estagiária.,f,C3,imperfective,goal
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz estava encaminhando o ofício para Laura. Ela...,"então, se deu conta de que não havia autenticado o documento no cartório.",f,C3,imperfective,source
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,b,Beatriz estava encaminhando o ofício para Laura. Ela...,Respondeu assim que o recebeu.,f,C3,imperfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,b,Beatriz estava encaminhando o ofício para Laura. Ela...,enviou cópias para todos os outros funcionários também.,f,C3,imperfective,source
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz estava encaminhando o ofício para Laura. Ela...,pedia que o assinasse o mais rápido possível.,f,C3,imperfective,source
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz estava encaminhando o ofício para Laura. Ela...,estava atrasada três dias.,f,C3,imperfective,source
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz estava encaminhando o ofício para Laura. Ela...,Esqueceu de colocar destinatário,f,C3,imperfective,source
2.1,ACBO,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,b,Beatriz estava encaminhando o ofício para Laura. Ela...,estava atendendo ordens de sua chefe.,f,C3,imperfective,source
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,e,César rolou a bola para Ricardo. Ele...,"recebeu, ajeitou e fez um golaço.",m,C2,perfective,goal
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,e,César rolou a bola para Ricardo. Ele...,estava distraído e perdeu o lance.,m,C2,perfective,goal
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,e,César rolou a bola para Ricardo. Ele...,chutou para o l,m,C2,perfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,e,César rolou a bola para Ricardo. Ele...,a chutou para longe,m,C2,perfective,goal
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,e,César rolou a bola para Ricardo. Ele...,acabou tropeçando e todos riram.,m,C2,perfective,source
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,e,César rolou a bola para Ricardo. Ele...,deixou passar por debaixo das pernas.,m,C2,perfective,goal
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,e,César rolou a bola para Ricardo. Ele...,Chutou e acertou o gol,m,C2,perfective,goal
2.1,ACBO,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,e,César rolou a bola para Ricardo. Ele...,chutou de volta,m,C2,perfective,goal
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor estava repassando a mensagem para Diego. Ele...,"está sem celular, pois o dele quebrou quando caiu no chão ontem na escola.",m,C3,imperfective,goal
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor estava repassando a mensagem para Diego. Ele...,achava importante esclarecer alguns fatos para o seu chefe.,m,C3,imperfective,source
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,f,Heitor estava repassando a mensagem para Diego. Ele...,Respondeu assim que possível.,m,C3,imperfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,f,Heitor estava repassando a mensagem para Diego. Ele...,imaginava qual seria a resposta que receberia.,m,C3,imperfective,source
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor estava repassando a mensagem para Diego. Ele...,avisava da reunião amanhã que seria no anfiteatro.,m,C3,imperfective,source
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor estava repassando a mensagem para Diego. Ele...,não entendia o que estava dizendo.,m,C3,imperfective,source
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor estava repassando a mensagem para Diego. Ele...,Aguardava por uma resposta,m,C3,imperfective,source
2.1,ACBO,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,f,Heitor estava repassando a mensagem para Diego. Ele...,precisava de uma informação,m,C3,imperfective,ambiguo
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele atirou o chapéu para Roberta. Ela...,deixou o chapéu cair no chão e ele ficou todo sujo.,f,C2,perfective,goal
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele atirou o chapéu para Roberta. Ela...,", distraída, o deixou cair na piscina.",f,C2,perfective,goal
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,m,Michele atirou o chapéu para Roberta. Ela...,Vestiu o adereço imediatamente.,f,C2,perfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,m,Michele atirou o chapéu para Roberta. Ela...,o pegou e guardou no armário.,f,C2,perfective,goal
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele atirou o chapéu para Roberta. Ela...,", então, atirou-o de volta.",f,C2,perfective,goal
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele atirou o chapéu para Roberta. Ela...,teve que se abaixar para pegar o chapéu do chão.,f,C2,perfective,goal
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele atirou o chapéu para Roberta. Ela...,Pegou e colocou ele na cabeça,f,C2,perfective,goal
2.1,ACBO,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,m,Michele atirou o chapéu para Roberta. Ela...,ficava muito bonita de chapéu,f,C2,perfective,goal
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul entregou a caneta para Júlio. Ele...,tinha esquecido o estojo em casa e precisava anotar a aula.,m,C1,perfective,goal
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul entregou a caneta para Júlio. Ele...,"agradeceu, mas disse que não era sua.",m,C1,perfective,goal
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,p,Raul entregou a caneta para Júlio. Ele...,Agradeceu o amigo.,m,C1,perfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,p,Raul entregou a caneta para Júlio. Ele...,se conformou que nunca a teria de volta.,m,C1,perfective,source
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul entregou a caneta para Júlio. Ele...,pedia que o amigo desenhasse uma flor no guardanapo.,m,C1,perfective,source
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul entregou a caneta para Júlio. Ele...,nem lembrava mais que havia lhe emprestado.,m,C1,perfective,goal
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul entregou a caneta para Júlio. Ele...,Guardou a,m,C1,perfective,goal
2.1,ACBO,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,p,Raul entregou a caneta para Júlio. Ele...,precisava assinar um documento,m,C1,perfective,goal
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna estava arremessando o controle remoto para Lílian. Ela...,não conseguiu pegar e o controle caiu no chão.,f,C2,imperfective,goal
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna estava arremessando o controle remoto para Lílian. Ela...,"pegou o objeto ""de primeira"".",f,C2,imperfective,goal
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,c,Bruna estava arremessando o controle remoto para Lílian. Ela...,Xingou a amiga pela falta de bom senso.,f,C2,imperfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,c,Bruna estava arremessando o controle remoto para Lílian. Ela...,se esforçava para não errar a mira.,f,C2,imperfective,source
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna estava arremessando o controle remoto para Lílian. Ela...,deixou o objeto cair e pediu desculpas logo depois.,f,C2,imperfective,goal
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna estava arremessando o controle remoto para Lílian. Ela...,não deveria fazer essas coisas.,f,C2,imperfective,source
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna estava arremessando o controle remoto para Lílian. Ela...,Não mais queria mudar de canal,f,C2,imperfective,source
2.1,ACBO,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,c,Bruna estava arremessando o controle remoto para Lílian. Ela...,não conseguiu pegar e o controle bateu no seu rosto.,f,C2,imperfective,goal
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério despachou a encomenda para Samuel. Ele...,precisava da encomenda o quanto antes.,m,C3,perfective,goal
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério despachou a encomenda para Samuel. Ele...,espera que o produto chegue em até 3 dias úteis.,m,C3,perfective,ambiguo
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,r,Rogério despachou a encomenda para Samuel. Ele...,Recebeu rapidamente.,m,C3,perfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,r,Rogério despachou a encomenda para Samuel. Ele...,enviou um sms avisando.,m,C3,perfective,source
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério despachou a encomenda para Samuel. Ele...,se sentiu cansado depois de todo este trabalho.,m,C3,perfective,source
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério despachou a encomenda para Samuel. Ele...,esperava ansioso há meses.,m,C3,perfective,goal
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério despachou a encomenda para Samuel. Ele...,Mandou o aviso de cobrança do frete,m,C3,perfective,source
2.1,ACBO,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,r,Rogério despachou a encomenda para Samuel. Ele...,havia comprado uma manete nova,m,C3,perfective,goal
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo estava servindo a torta para Caio. Ele...,tinha feito pela primeira vez e queria que sei amigo experimentasse.,m,C1,imperfective,source
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo estava servindo a torta para Caio. Ele...,", então, percebeu que o amigo tinha intolerância à lactose.",m,C1,imperfective,source
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,q,Rodrigo estava servindo a torta para Caio. Ele...,Agradeceu pela gentileza.,m,C1,imperfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,q,Rodrigo estava servindo a torta para Caio. Ele...,escolheu o maior pedaço para o amigo.,m,C1,imperfective,source
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo estava servindo a torta para Caio. Ele...,"deixou alguns farelos cair, mas o pedaço ainda estava intacto.",m,C1,imperfective,source
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo estava servindo a torta para Caio. Ele...,nem perguntou ao rapaz se queria comer.,m,C1,imperfective,source
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo estava servindo a torta para Caio. Ele...,Deixou a torta cair no chão,m,C1,imperfective,source
2.1,ACBO,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,q,Rodrigo estava servindo a torta para Caio. Ele...,estava gostando de praticar culinária,m,C1,imperfective,source
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia deu o presente para Márcia. Ela...,"gostou muito, mas a blusa ficou pequena e ela teve que trocar.",f,C1,perfective,goal
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia deu o presente para Márcia. Ela...,"pareceu desapontada, mas evitou demonstrar à mãe.",f,C1,perfective,goal
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,k,Lúcia deu o presente para Márcia. Ela...,Agradeceu pelo presente.,f,C1,perfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,k,Lúcia deu o presente para Márcia. Ela...,agradeceu e o guardou para abrí-lo depois.,f,C1,perfective,goal
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia deu o presente para Márcia. Ela...,odiou o que tinha no embrulho: meias amarelas.,f,C1,perfective,goal
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia deu o presente para Márcia. Ela...,comprou um colar super fashion.,f,C1,perfective,source
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia deu o presente para Márcia. Ela...,Ficou muito grata,f,C1,perfective,goal
2.1,ACBO,22,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,k,Lúcia deu o presente para Márcia. Ela...,agradeceu,f,C1,perfective,goal
2.1,RMGL,23,Campinas,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo lançou a peteca para Paulo. Ele...,conseguiu pegá-la e eles seguiram jogando.,m,C2,perfective,goal
2.1,LGP,24,Ribeirão Preto,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo lançou a peteca para Paulo. Ele...,estava esperto e não deixou a peteca cair.,m,C2,perfective,goal
2.1,MSS,22,Sao Paulo,Masculino,Ensino Superior completo ou cursando,Sim,l,Marcelo lançou a peteca para Paulo. Ele...,Jogou o brinquedo novamente.,m,C2,perfective,goal
2.1,INC,28,Salvador,Masculino,Ensino Superior completo ou cursando,Sim,l,Marcelo lançou a peteca para Paulo. Ele...,não a rebateu e perdeu o jogo.,m,C2,perfective,goal
2.1,LMSA,25,Salvador,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo lançou a peteca para Paulo. Ele...,", então, deixou ela cair.",m,C2,perfective,goal
2.1,BFJ,30,BH,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo lançou a peteca para Paulo. Ele...,"tentou pegá-la no ar, mas acabou caindo de bunda.",m,C2,perfective,goal
2.1,PBS1,23,Belo Horizonte,Feminino,Ensino Superior completo ou cursando,Sim,l,Marcelo lançou a peteca para Paulo. Ele...,Rebateu a peteca,m,C2,perfective,goal
